"COUNTY","SHORTPOSTCODE","TOWN","DISTRICT","YEAR","AVGPRICE"
"WEST YORKSHIRE","LS26","LEEDS","LEEDS",2022,261759.406382979
"WEST YORKSHIRE","LS26","LEEDS","WAKEFIELD",2019,180250
"WEST YORKSHIRE","LS26","LEEDS","WAKEFIELD",2020,136250
"WEST YORKSHIRE","LS26","LEEDS","WAKEFIELD",2021,2792625
"WEST YORKSHIRE","LS26","LEEDS","WAKEFIELD",2022,165000
"WEST YORKSHIRE","LS27","LEEDS","LEEDS",2019,205592.230769231
"WEST YORKSHIRE","LS27","LEEDS","LEEDS",2020,216409.127604167
"WEST YORKSHIRE","LS27","LEEDS","LEEDS",2021,236129.163451777
"WEST YORKSHIRE","LS27","LEEDS","LEEDS",2022,228835.833560709
"WEST YORKSHIRE","LS28","LEEDS","LEEDS",2020,161875
"WEST YORKSHIRE","LS28","LEEDS","LEEDS",2022,250000
"WEST YORKSHIRE","LS28","PUDSEY","LEEDS",2019,209755.794784581
"WEST YORKSHIRE","LS28","PUDSEY","LEEDS",2020,221321.502824859
"WEST YORKSHIRE","LS28","PUDSEY","LEEDS",2021,239125.855042017
"WEST YORKSHIRE","LS28","PUDSEY","LEEDS",2022,252918.242165242
"WEST YORKSHIRE","LS29","ILKLEY","BRADFORD",2019,393538.714084507
"WEST YORKSHIRE","LS29","ILKLEY","BRADFORD",2020,401945.533219762
"WEST YORKSHIRE","LS29","ILKLEY","BRADFORD",2021,441315.175147929
"WEST YORKSHIRE","LS29","ILKLEY","BRADFORD",2022,467384.169284468
"WEST YORKSHIRE","LS29","ILKLEY","LEEDS",2019,360420.85
"WEST YORKSHIRE","LS29","ILKLEY","LEEDS",2020,328713.238095238
"WEST YORKSHIRE","LS29","ILKLEY","LEEDS",2021,327624.029850746
"WEST YORKSHIRE","LS29","ILKLEY","LEEDS",2022,282680.717391304
"WEST YORKSHIRE","LS3","LEEDS","LEEDS",2019,868198.380952381
"WEST YORKSHIRE","LS3","LEEDS","LEEDS",2020,7395841.2173913
"WEST YORKSHIRE","LS3","LEEDS","LEEDS",2021,1854317.30769231
"WEST YORKSHIRE","LS3","LEEDS","LEEDS",2022,339483.45
"WEST YORKSHIRE","LS4","LEEDS","LEEDS",2019,222568.18226601
"WEST YORKSHIRE","LS4","LEEDS","LEEDS",2020,190571.993150685
"WEST YORKSHIRE","LS4","LEEDS","LEEDS",2021,198310.848739496
"WEST YORKSHIRE","LS4","LEEDS","LEEDS",2022,216450.248
"WEST YORKSHIRE","LS4","LEEDS","WAKEFIELD",2021,112000
"WEST YORKSHIRE","LS5","LEEDS","LEEDS",2019,192868.367088608
"WEST YORKSHIRE","LS5","LEEDS","LEEDS",2020,194062.825396825
"WEST YORKSHIRE","LS5","LEEDS","LEEDS",2021,227506.549132948
"WEST YORKSHIRE","LS5","LEEDS","LEEDS",2022,223885.992647059
"WEST YORKSHIRE","LS6","LEEDS","LEEDS",2019,250984.640232108
"WEST YORKSHIRE","LS6","LEEDS","LEEDS",2020,258989.852
"WEST YORKSHIRE","LS6","LEEDS","LEEDS",2021,448436.422535211
"WEST YORKSHIRE","LS6","LEEDS","LEEDS",2022,314047.153191489
"WEST YORKSHIRE","LS7","LEEDS","LEEDS",2019,269578.093264249
"WEST YORKSHIRE","LS7","LEEDS","LEEDS",2020,197878.701550388
"WEST YORKSHIRE","LS7","LEEDS","LEEDS",2021,178684.152564103
"WEST YORKSHIRE","LS7","LEEDS","LEEDS",2022,352025.862170088
"WEST YORKSHIRE","LS8","LEEDS","LEEDS",2019,234050.179562044
"WEST YORKSHIRE","LS8","LEEDS","LEEDS",2020,252563.444444444
"WEST YORKSHIRE","LS8","LEEDS","LEEDS",2021,276678.601351351
"WEST YORKSHIRE","LS8","LEEDS","LEEDS",2022,287702.673805601
"WEST YORKSHIRE","LS9","LEEDS","LEEDS",2019,140831.905956113
"WEST YORKSHIRE","LS9","LEEDS","LEEDS",2020,168851.011844332
"WEST YORKSHIRE","LS9","LEEDS","LEEDS",2021,208833.695167286
"WEST YORKSHIRE","LS9","LEEDS","LEEDS",2022,165509.942477876
"WEST YORKSHIRE","LS9","LEEDS","WAKEFIELD",2021,398500
"WEST YORKSHIRE","OL14","TODMORDEN","CALDERDALE",2019,184148.355172414
"WEST YORKSHIRE","OL14","TODMORDEN","CALDERDALE",2020,183988.931271478
"WEST YORKSHIRE","OL14","TODMORDEN","CALDERDALE",2021,200632.239782016
"WEST YORKSHIRE","OL14","TODMORDEN","CALDERDALE",2022,209975.073482428
"WEST YORKSHIRE","OL14","TODMORDEN","LEEDS",2022,57950
"WEST YORKSHIRE","OX7","CHIPPING NORTON","BRADFORD",2019,354995
"WEST YORKSHIRE","S72","BARNSLEY","WAKEFIELD",2019,143868.181818182
"WEST YORKSHIRE","S72","BARNSLEY","WAKEFIELD",2020,198571.428571429
"WEST YORKSHIRE","S72","BARNSLEY","WAKEFIELD",2021,214493.451612903
"WEST YORKSHIRE","S72","BARNSLEY","WAKEFIELD",2022,220980
"WEST YORKSHIRE","S75","BARNSLEY","WAKEFIELD",2019,187087.878787879
"WEST YORKSHIRE","S75","BARNSLEY","WAKEFIELD",2020,240301.481481481
"WEST YORKSHIRE","S75","BARNSLEY","WAKEFIELD",2021,220064.516129032
"WEST YORKSHIRE","S75","BARNSLEY","WAKEFIELD",2022,242804.347826087
"WEST YORKSHIRE","WF1","WAKEFIELD","KIRKLEES",2021,209950
"WEST YORKSHIRE","WF1","WAKEFIELD","LEEDS",2022,310500
"WEST YORKSHIRE","WF1","WAKEFIELD","WAKEFIELD",2019,206579.465608466
"WEST YORKSHIRE","WF1","WAKEFIELD","WAKEFIELD",2020,257767.130434783
"WEST YORKSHIRE","WF1","WAKEFIELD","WAKEFIELD",2021,220302.848214286
"WEST YORKSHIRE","WF1","WAKEFIELD","WAKEFIELD",2022,219571.264150943
"WEST YORKSHIRE","WF10","CASTLEFORD","LEEDS",2019,173510.475409836
"WEST YORKSHIRE","WF10","CASTLEFORD","LEEDS",2020,229362.380434783
"WEST YORKSHIRE","WF10","CASTLEFORD","LEEDS",2021,173486.76635514
"WEST YORKSHIRE","WF10","CASTLEFORD","LEEDS",2022,207977.857142857
"WEST YORKSHIRE","WF10","CASTLEFORD","WAKEFIELD",2019,208748.874762808
"WEST YORKSHIRE","WF10","CASTLEFORD","WAKEFIELD",2020,300923.444823663
"WEST YORKSHIRE","WF10","CASTLEFORD","WAKEFIELD",2021,223545.042174321
"WEST YORKSHIRE","WF10","CASTLEFORD","WAKEFIELD",2022,178568.26201373
"WEST YORKSHIRE","WF11","KNOTTINGLEY","WAKEFIELD",2019,129211.275362319
"WEST YORKSHIRE","WF11","KNOTTINGLEY","WAKEFIELD",2020,247705.650943396
"WEST YORKSHIRE","WF11","KNOTTINGLEY","WAKEFIELD",2021,184136.797520661
"WEST YORKSHIRE","WF11","KNOTTINGLEY","WAKEFIELD",2022,154455.452513966
"WEST YORKSHIRE","WF12","DEWSBURY","KIRKLEES",2019,173451.555555556
"WEST YORKSHIRE","WF12","DEWSBURY","KIRKLEES",2020,180948.529680365
"WEST YORKSHIRE","WF12","DEWSBURY","KIRKLEES",2021,196749.873840445
"WEST YORKSHIRE","WF12","DEWSBURY","KIRKLEES",2022,193140.293233083
"WEST YORKSHIRE","WF12","DEWSBURY","LEEDS",2019,276166.666666667
"WEST YORKSHIRE","WF12","DEWSBURY","LEEDS",2020,119000
"WEST YORKSHIRE","WF12","DEWSBURY","LEEDS",2021,137000
"WEST YORKSHIRE","WF12","DEWSBURY","LEEDS",2022,200666.666666667
"WEST YORKSHIRE","WF12","DEWSBURY","WAKEFIELD",2020,114500
"WEST YORKSHIRE","WF12","DEWSBURY","WAKEFIELD",2022,155250
"WEST YORKSHIRE","WF13","DEWSBURY","KIRKLEES",2019,137130.478114478
"WEST YORKSHIRE","WF13","DEWSBURY","KIRKLEES",2020,143787.413934426
"WEST YORKSHIRE","WF13","DEWSBURY","KIRKLEES",2021,169799.511695906
"WEST YORKSHIRE","WF13","DEWSBURY","KIRKLEES",2022,147767.148698885
"WEST YORKSHIRE","WF14","MIRFIELD","BRADFORD",2021,239995
"WEST YORKSHIRE","WF14","MIRFIELD","KIRKLEES",2019,213455.188295165
"WEST YORKSHIRE","WF14","MIRFIELD","KIRKLEES",2020,243166.56980057
"WEST YORKSHIRE","WF14","MIRFIELD","KIRKLEES",2021,231191.640591966
"WEST YORKSHIRE","WF14","MIRFIELD","KIRKLEES",2022,233080.039473684
"WEST YORKSHIRE","WF14","MIRFIELD","LEEDS",2019,775000
"WEST YORKSHIRE","WF14","MIRFIELD","LEEDS",2020,107000
"WEST YORKSHIRE","WF14","MIRFIELD","WAKEFIELD",2021,175000
"WEST YORKSHIRE","WF14","MIRFIELD","WAKEFIELD",2022,165000
"WEST YORKSHIRE","WF15","LIVERSEDGE","KIRKLEES",2019,181701.655290102
"WEST YORKSHIRE","WF15","LIVERSEDGE","KIRKLEES",2020,178546.70781893
"WEST YORKSHIRE","WF15","LIVERSEDGE","KIRKLEES",2021,189519.654285714
"WEST YORKSHIRE","WF15","LIVERSEDGE","KIRKLEES",2022,201833.735849057
"WEST YORKSHIRE","WF15","LIVERSEDGE","WAKEFIELD",2021,92000
"WEST YORKSHIRE","WF16","HECKMONDWIKE","KIRKLEES",2019,131651.939086294
"WEST YORKSHIRE","WF16","HECKMONDWIKE","KIRKLEES",2020,138068.623036649
"WEST YORKSHIRE","WF16","HECKMONDWIKE","KIRKLEES",2021,146598.888349515
"WEST YORKSHIRE","WF16","HECKMONDWIKE","KIRKLEES",2022,154564.779874214
"WEST YORKSHIRE","WF17","BATLEY","BRADFORD",2021,165000
"WEST YORKSHIRE","WF17","BATLEY","KIRKLEES",2019,141627.09252669
"WEST YORKSHIRE","WF17","BATLEY","KIRKLEES",2020,160919.270321361
"WEST YORKSHIRE","WF17","BATLEY","KIRKLEES",2021,200202.795631825
"WEST YORKSHIRE","WF17","BATLEY","KIRKLEES",2022,189417.12745098
"WEST YORKSHIRE","WF17","BATLEY","LEEDS",2020,142000
"WEST YORKSHIRE","WF17","BATLEY","WAKEFIELD",2020,87000
"WEST YORKSHIRE","WF17","BATLEY","WAKEFIELD",2021,210000
"WEST YORKSHIRE","WF2","WAKEFIELD","LEEDS",2019,1e+06
"WEST YORKSHIRE","WF2","WAKEFIELD","LEEDS",2020,250997.5
"WEST YORKSHIRE","WF2","WAKEFIELD","WAKEFIELD",2019,233657.288350634
"WEST YORKSHIRE","WF2","WAKEFIELD","WAKEFIELD",2020,228096.786226686
"WEST YORKSHIRE","WF2","WAKEFIELD","WAKEFIELD",2021,262547.427435388
"WEST YORKSHIRE","WF2","WAKEFIELD","WAKEFIELD",2022,265916.841755319
"WEST YORKSHIRE","WF3","WAKEFIELD","KIRKLEES",2020,240995
"WEST YORKSHIRE","WF3","WAKEFIELD","LEEDS",2019,190800.311627907
"WEST YORKSHIRE","WF3","WAKEFIELD","LEEDS",2020,195964.994845361
"WEST YORKSHIRE","WF3","WAKEFIELD","LEEDS",2021,247396.768421053
"WEST YORKSHIRE","WF3","WAKEFIELD","LEEDS",2022,234444.244382022
"WEST YORKSHIRE","WF3","WAKEFIELD","WAKEFIELD",2019,198305.368421053
"WEST YORKSHIRE","WF3","WAKEFIELD","WAKEFIELD",2020,186579.93989071
"WEST YORKSHIRE","WF3","WAKEFIELD","WAKEFIELD",2021,217871.595930233
"WEST YORKSHIRE","WF3","WAKEFIELD","WAKEFIELD",2022,224370.690677966
"WEST YORKSHIRE","WF4","HUDDERSFIELD","KIRKLEES",2020,210000
"WEST YORKSHIRE","WF4","WAKEFIELD","CALDERDALE",2020,345000
"WEST YORKSHIRE","WF4","WAKEFIELD","KIRKLEES",2019,334072.5
"WEST YORKSHIRE","WF4","WAKEFIELD","KIRKLEES",2020,303204.56043956
"WEST YORKSHIRE","WF4","WAKEFIELD","KIRKLEES",2021,310245.810810811
"WEST YORKSHIRE","WF4","WAKEFIELD","KIRKLEES",2022,360734.722222222
"WEST YORKSHIRE","WF4","WAKEFIELD","LEEDS",2022,720000
"WEST YORKSHIRE","WF4","WAKEFIELD","WAKEFIELD",2019,196200.818830242
"WEST YORKSHIRE","WF4","WAKEFIELD","WAKEFIELD",2020,205638.733913043
"WEST YORKSHIRE","WF4","WAKEFIELD","WAKEFIELD",2021,218389.885429639
"WEST YORKSHIRE","WF4","WAKEFIELD","WAKEFIELD",2022,225980.924114671
"WEST YORKSHIRE","WF5","OSSETT","BRADFORD",2022,120000
"WEST YORKSHIRE","WF5","OSSETT","KIRKLEES",2019,194500
"WEST YORKSHIRE","WF5","OSSETT","KIRKLEES",2020,282500
"WEST YORKSHIRE","WF5","OSSETT","KIRKLEES",2021,39990
"WEST YORKSHIRE","WF5","OSSETT","KIRKLEES",2022,385000
"WEST YORKSHIRE","WF5","OSSETT","LEEDS",2022,148000
"WEST YORKSHIRE","WF5","OSSETT","WAKEFIELD",2019,185360.681122449
"WEST YORKSHIRE","WF5","OSSETT","WAKEFIELD",2020,190660.423976608
"WEST YORKSHIRE","WF5","OSSETT","WAKEFIELD",2021,214312.243243243
"WEST YORKSHIRE","WF5","OSSETT","WAKEFIELD",2022,223076.963525836
"WEST YORKSHIRE","WF6","NORMANTON","LEEDS",2022,375000
"WEST YORKSHIRE","WF6","NORMANTON","WAKEFIELD",2019,248136.903703704
"WEST YORKSHIRE","WF6","NORMANTON","WAKEFIELD",2020,250188.824503311
"WEST YORKSHIRE","WF6","NORMANTON","WAKEFIELD",2021,435197.395973154
"WEST YORKSHIRE","WF6","NORMANTON","WAKEFIELD",2022,411652.37815126
"WEST YORKSHIRE","WF7","PONTEFRACT","LEEDS",2020,140000
"WEST YORKSHIRE","WF7","PONTEFRACT","LEEDS",2021,164995
"WEST YORKSHIRE","WF7","PONTEFRACT","LEEDS",2022,176000
"WEST YORKSHIRE","WF7","PONTEFRACT","WAKEFIELD",2019,171453.038990826
"WEST YORKSHIRE","WF7","PONTEFRACT","WAKEFIELD",2020,227462.979381443
"WEST YORKSHIRE","WF7","PONTEFRACT","WAKEFIELD",2021,196238.339920949
"WEST YORKSHIRE","WF7","PONTEFRACT","WAKEFIELD",2022,182665.90368272
"WEST YORKSHIRE","WF8","PONTEFRACT","WAKEFIELD",2019,198534.498064516
"WEST YORKSHIRE","WF8","PONTEFRACT","WAKEFIELD",2020,190661.224913495
"WEST YORKSHIRE","WF8","PONTEFRACT","WAKEFIELD",2021,213457.78128655
"WEST YORKSHIRE","WF8","PONTEFRACT","WAKEFIELD",2022,209727.19488189
"WEST YORKSHIRE","WF9","PONTEFRACT","BRADFORD",2020,152000
"WEST YORKSHIRE","WF9","PONTEFRACT","CALDERDALE",2020,10000
"WEST YORKSHIRE","WF9","PONTEFRACT","LEEDS",2022,157299.5
"WEST YORKSHIRE","WF9","PONTEFRACT","WAKEFIELD",2019,134623.092537313
"WEST YORKSHIRE","WF9","PONTEFRACT","WAKEFIELD",2020,218688.971530249
"WEST YORKSHIRE","WF9","PONTEFRACT","WAKEFIELD",2021,227343.264102564
"WEST YORKSHIRE","WF9","PONTEFRACT","WAKEFIELD",2022,171422.831960461
